long_name,original_FIP
"NY, St. Lawrence County",G3600890
"NY, Saratoga County",G3600910
"NY, Schenectady County",G3600930
"NY, Schoharie County",G3600950
"NY, Schuyler County",G3600970
"NY, Seneca County",G3600990
"NY, Steuben County",G3601010
"NY, Suffolk County",G3601030
"NY, Sullivan County",G3601050
"NY, Tioga County",G3601070
"NY, Tompkins County",G3601090
"NY, Ulster County",G3601110
"NY, Warren County",G3601130
"NY, Washington County",G3601150
"NY, Wayne County",G3601170
"NY, Westchester County",G3601190
"NY, Wyoming County",G3601210
"NY, Yates County",G3601230
"NC, Alamance County",G3700010
"NC, Alexander County",G3700030
"NC, Alleghany County",G3700050
"NC, Anson County",G3700070
"NC, Ashe County",G3700090
"NC, Avery County",G3700110
"NC, Beaufort County",G3700130
"NC, Bertie County",G3700150
"NC, Bladen County",G3700170
"NC, Brunswick County",G3700190
"NC, Buncombe County",G3700210
"NC, Burke County",G3700230
"NC, Cabarrus County",G3700250
"NC, Caldwell County",G3700270
"NC, Camden County",G3700290
"NC, Carteret County",G3700310
"NC, Caswell County",G3700330
"NC, Catawba County",G3700350
"NC, Chatham County",G3700370
"NC, Cherokee County",G3700390
"NC, Chowan County",G3700410
"NC, Clay County",G3700430
"NC, Cleveland County",G3700450
"NC, Columbus County",G3700470
"NC, Craven County",G3700490
"NC, Cumberland County",G3700510
"NC, Currituck County",G3700530
"NC, Dare County",G3700550
"NC, Davidson County",G3700570
"NC, Davie County",G3700590
"NC, Duplin County",G3700610
"NC, Durham County",G3700630
"NC, Edgecombe County",G3700650
"NC, Forsyth County",G3700670
"NC, Franklin County",G3700690
"NC, Gaston County",G3700710
"NC, Gates County",G3700730
"NC, Graham County",G3700750
"NC, Granville County",G3700770
"NC, Greene County",G3700790
"NC, Guilford County",G3700810
"NC, Halifax County",G3700830
"NC, Harnett County",G3700850
"NC, Haywood County",G3700870
"NC, Henderson County",G3700890
"NC, Hertford County",G3700910
"NC, Hoke County",G3700930
"NC, Hyde County",G3700950
"NC, Iredell County",G3700970
"NC, Jackson County",G3700990
"NC, Johnston County",G3701010
"NC, Jones County",G3701030
"NC, Lee County",G3701050
"NC, Lenoir County",G3701070
"NC, Lincoln County",G3701090
"NC, McDowell County",G3701110
"NC, Macon County",G3701130
"NC, Madison County",G3701150
"NC, Martin County",G3701170
"NC, Mecklenburg County",G3701190
"NC, Mitchell County",G3701210
"NC, Montgomery County",G3701230
"NC, Moore County",G3701250
"NC, Nash County",G3701270
"NC, New Hanover County",G3701290
"NC, Northampton County",G3701310
"NC, Onslow County",G3701330
"NC, Orange County",G3701350
"NC, Pamlico County",G3701370
"NC, Pasquotank County",G3701390
"NC, Pender County",G3701410
"NC, Perquimans County",G3701430
"NC, Person County",G3701450
"NC, Pitt County",G3701470
"NC, Polk County",G3701490
"NC, Randolph County",G3701510
"NC, Richmond County",G3701530
"NC, Robeson County",G3701550
"NC, Rockingham County",G3701570
"NC, Rowan County",G3701590
"NC, Rutherford County",G3701610
"NC, Sampson County",G3701630
"NC, Scotland County",G3701650
"NC, Stanly County",G3701670
"NC, Stokes County",G3701690
"NC, Surry County",G3701710
"NC, Swain County",G3701730
"NC, Transylvania County",G3701750
"NC, Tyrrell County",G3701770
"NC, Union County",G3701790
"NC, Vance County",G3701810
"NC, Wake County",G3701830
"NC, Warren County",G3701850
"NC, Washington County",G3701870
"NC, Watauga County",G3701890
"NC, Wayne County",G3701910
"NC, Wilkes County",G3701930
"NC, Wilson County",G3701950
"NC, Yadkin County",G3701970
"NC, Yancey County",G3701990
"ND, Adams County",G3800010
"ND, Barnes County",G3800030
"ND, Benson County",G3800050
"ND, Billings County",G3800070
"ND, Bottineau County",G3800090
"ND, Bowman County",G3800110
"ND, Burke County",G3800130
"ND, Burleigh County",G3800150
"ND, Cass County",G3800170
"ND, Cavalier County",G3800190
"ND, Dickey County",G3800210
"ND, Divide County",G3800230
"ND, Dunn County",G3800250
"ND, Eddy County",G3800270
"ND, Emmons County",G3800290
"ND, Foster County",G3800310
"ND, Golden Valley County",G3800330
"ND, Grand Forks County",G3800350
"ND, Grant County",G3800370
"ND, Griggs County",G3800390
"ND, Hettinger County",G3800410
"ND, Kidder County",G3800430
"ND, LaMoure County",G3800450
"ND, Logan County",G3800470
"ND, McHenry County",G3800490
"ND, McIntosh County",G3800510
"ND, McKenzie County",G3800530
"ND, McLean County",G3800550
"ND, Mercer County",G3800570
"ND, Morton County",G3800590
"ND, Mountrail County",G3800610
"ND, Nelson County",G3800630
"ND, Oliver County",G3800650
"ND, Pembina County",G3800670
"ND, Pierce County",G3800690
"ND, Ramsey County",G3800710
"ND, Ransom County",G3800730
"ND, Renville County",G3800750
"ND, Richland County",G3800770
"ND, Rolette County",G3800790
"ND, Sargent County",G3800810
"ND, Sheridan County",G3800830
"ND, Sioux County",G3800850
"ND, Slope County",G3800870
"ND, Stark County",G3800890
"ND, Steele County",G3800910
"ND, Stutsman County",G3800930
"ND, Towner County",G3800950
"ND, Traill County",G3800970
"ND, Walsh County",G3800990
"ND, Ward County",G3801010
"ND, Wells County",G3801030
"ND, Williams County",G3801050
"OH, Adams County",G3900010
"OH, Allen County",G3900030
"OH, Ashland County",G3900050
"OH, Ashtabula County",G3900070
"OH, Athens County",G3900090
"OH, Auglaize County",G3900110
"OH, Belmont County",G3900130
"OH, Brown County",G3900150
"OH, Butler County",G3900170
"OH, Carroll County",G3900190
"OH, Champaign County",G3900210
"OH, Clark County",G3900230
"OH, Clermont County",G3900250
"OH, Clinton County",G3900270
"OH, Columbiana County",G3900290
"OH, Coshocton County",G3900310
"OH, Crawford County",G3900330
"OH, Cuyahoga County",G3900350
"OH, Darke County",G3900370
"OH, Defiance County",G3900390
"OH, Delaware County",G3900410
"OH, Erie County",G3900430
"OH, Fairfield County",G3900450
"OH, Fayette County",G3900470
"OH, Franklin County",G3900490
"OH, Fulton County",G3900510
"OH, Gallia County",G3900530
"OH, Geauga County",G3900550
"OH, Greene County",G3900570
"OH, Guernsey County",G3900590
"OH, Hamilton County",G3900610
"OH, Hancock County",G3900630
"OH, Hardin County",G3900650
"OH, Harrison County",G3900670
"OH, Henry County",G3900690
"OH, Highland County",G3900710
"OH, Hocking County",G3900730
"OH, Holmes County",G3900750
"OH, Huron County",G3900770
"OH, Jackson County",G3900790
"OH, Jefferson County",G3900810
"OH, Knox County",G3900830
"OH, Lake County",G3900850
"OH, Lawrence County",G3900870
"OH, Licking County",G3900890
"OH, Logan County",G3900910
"OH, Lorain County",G3900930
"OH, Lucas County",G3900950
"OH, Madison County",G3900970
"OH, Mahoning County",G3900990
"OH, Marion County",G3901010
"OH, Medina County",G3901030
"OH, Meigs County",G3901050
"OH, Mercer County",G3901070
"OH, Miami County",G3901090
"OH, Monroe County",G3901110
"OH, Montgomery County",G3901130
"OH, Morgan County",G3901150
"OH, Morrow County",G3901170
"OH, Muskingum County",G3901190
"OH, Noble County",G3901210
"OH, Ottawa County",G3901230
"OH, Paulding County",G3901250
"OH, Perry County",G3901270
"OH, Pickaway County",G3901290
"OH, Pike County",G3901310
"OH, Portage County",G3901330
"OH, Preble County",G3901350
"OH, Putnam County",G3901370
"OH, Richland County",G3901390
"OH, Ross County",G3901410
"OH, Sandusky County",G3901430
"OH, Scioto County",G3901450
"OH, Seneca County",G3901470
"OH, Shelby County",G3901490
"OH, Stark County",G3901510
"OH, Summit County",G3901530
"OH, Trumbull County",G3901550
"OH, Tuscarawas County",G3901570
"OH, Union County",G3901590
"OH, Van Wert County",G3901610
"OH, Vinton County",G3901630
"OH, Warren County",G3901650
"OH, Washington County",G3901670
"OH, Wayne County",G3901690
"OH, Williams County",G3901710
"OH, Wood County",G3901730
"OH, Wyandot County",G3901750
"OK, Adair County",G4000010
"OK, Alfalfa County",G4000030
"OK, Atoka County",G4000050
"OK, Beaver County",G4000070
"OK, Beckham County",G4000090
"OK, Blaine County",G4000110
"OK, Bryan County",G4000130
"OK, Caddo County",G4000150
"OK, Canadian County",G4000170
"OK, Carter County",G4000190
"OK, Cherokee County",G4000210
"OK, Choctaw County",G4000230
"OK, Cimarron County",G4000250
"OK, Cleveland County",G4000270
"OK, Coal County",G4000290
"OK, Comanche County",G4000310
"OK, Cotton County",G4000330
"OK, Craig County",G4000350
"OK, Creek County",G4000370
"OK, Custer County",G4000390
"OK, Delaware County",G4000410
"OK, Dewey County",G4000430
"OK, Ellis County",G4000450
"OK, Garfield County",G4000470
"OK, Garvin County",G4000490
"OK, Grady County",G4000510
"OK, Grant County",G4000530
"OK, Greer County",G4000550
"OK, Harmon County",G4000570
"OK, Harper County",G4000590
"OK, Haskell County",G4000610
"OK, Hughes County",G4000630
"OK, Jackson County",G4000650
"OK, Jefferson County",G4000670
"OK, Johnston County",G4000690
"OK, Kay County",G4000710
"OK, Kingfisher County",G4000730
"OK, Kiowa County",G4000750
"OK, Latimer County",G4000770
"OK, Le Flore County",G4000790
"OK, Lincoln County",G4000810
"OK, Logan County",G4000830
"OK, Love County",G4000850
"OK, McClain County",G4000870
"OK, McCurtain County",G4000890
"OK, McIntosh County",G4000910
"OK, Major County",G4000930
"OK, Marshall County",G4000950
"OK, Mayes County",G4000970
"OK, Murray County",G4000990
"OK, Muskogee County",G4001010
"OK, Noble County",G4001030
"OK, Nowata County",G4001050
"OK, Okfuskee County",G4001070
"OK, Oklahoma County",G4001090
"OK, Okmulgee County",G4001110
"OK, Osage County",G4001130
"OK, Ottawa County",G4001150
"OK, Pawnee County",G4001170
"OK, Payne County",G4001190
"OK, Pittsburg County",G4001210
"OK, Pontotoc County",G4001230
"OK, Pottawatomie County",G4001250
"OK, Pushmataha County",G4001270
"OK, Roger Mills County",G4001290
"OK, Rogers County",G4001310
"OK, Seminole County",G4001330
"OK, Sequoyah County",G4001350
"OK, Stephens County",G4001370
"OK, Texas County",G4001390
"OK, Tillman County",G4001410
"OK, Tulsa County",G4001430
"OK, Wagoner County",G4001450
"OK, Washington County",G4001470
"OK, Washita County",G4001490
"OK, Woods County",G4001510
"OK, Woodward County",G4001530
"OR, Baker County",G4100010
"OR, Benton County",G4100030
"OR, Clackamas County",G4100050
"OR, Clatsop County",G4100070
"OR, Columbia County",G4100090
"OR, Coos County",G4100110
"OR, Crook County",G4100130
"OR, Curry County",G4100150
"OR, Deschutes County",G4100170
"OR, Douglas County",G4100190
"OR, Gilliam County",G4100210
"OR, Grant County",G4100230
"OR, Harney County",G4100250
"OR, Hood River County",G4100270
"OR, Jackson County",G4100290
"OR, Jefferson County",G4100310
"OR, Josephine County",G4100330
"OR, Klamath County",G4100350
"OR, Lake County",G4100370
"OR, Lane County",G4100390
"OR, Lincoln County",G4100410
"OR, Linn County",G4100430
"OR, Malheur County",G4100450
"OR, Marion County",G4100470
"OR, Morrow County",G4100490
"OR, Multnomah County",G4100510
"OR, Polk County",G4100530
"OR, Sherman County",G4100550
"OR, Tillamook County",G4100570
"OR, Umatilla County",G4100590
"OR, Union County",G4100610
"OR, Wallowa County",G4100630
"OR, Wasco County",G4100650
"OR, Washington County",G4100670
"OR, Wheeler County",G4100690
"OR, Yamhill County",G4100710
"PA, Adams County",G4200010
"PA, Allegheny County",G4200030
"PA, Armstrong County",G4200050
"PA, Beaver County",G4200070
"PA, Bedford County",G4200090
"PA, Berks County",G4200110
"PA, Blair County",G4200130
"PA, Bradford County",G4200150
"PA, Bucks County",G4200170
"PA, Butler County",G4200190
"PA, Cambria County",G4200210
"PA, Cameron County",G4200230
"PA, Carbon County",G4200250
"PA, Centre County",G4200270
"PA, Chester County",G4200290
"PA, Clarion County",G4200310
"PA, Clearfield County",G4200330
"PA, Clinton County",G4200350
"PA, Columbia County",G4200370
"PA, Crawford County",G4200390
"PA, Cumberland County",G4200410
"PA, Dauphin County",G4200430
"PA, Delaware County",G4200450
"PA, Elk County",G4200470
"PA, Erie County",G4200490
"PA, Fayette County",G4200510
"PA, Forest County",G4200530
"PA, Franklin County",G4200550
"PA, Fulton County",G4200570
"PA, Greene County",G4200590
"PA, Huntingdon County",G4200610
"PA, Indiana County",G4200630
"PA, Jefferson County",G4200650
"PA, Juniata County",G4200670
"PA, Lackawanna County",G4200690
"PA, Lancaster County",G4200710
"PA, Lawrence County",G4200730
"PA, Lebanon County",G4200750
"PA, Lehigh County",G4200770
"PA, Luzerne County",G4200790
"PA, Lycoming County",G4200810
"PA, McKean County",G4200830
"PA, Mercer County",G4200850
"PA, Mifflin County",G4200870
"PA, Monroe County",G4200890
"PA, Montgomery County",G4200910
"PA, Montour County",G4200930
"PA, Northampton County",G4200950
"PA, Northumberland County",G4200970
"PA, Perry County",G4200990
"PA, Philadelphia County",G4201010
"PA, Pike County",G4201030
"PA, Potter County",G4201050
"PA, Schuylkill County",G4201070
"PA, Snyder County",G4201090
"PA, Somerset County",G4201110
"PA, Sullivan County",G4201130
"PA, Susquehanna County",G4201150
"PA, Tioga County",G4201170
"PA, Union County",G4201190
"PA, Venango County",G4201210
"PA, Warren County",G4201230
"PA, Washington County",G4201250
"PA, Wayne County",G4201270
"PA, Westmoreland County",G4201290
"PA, Wyoming County",G4201310
"PA, York County",G4201330
"RI, Bristol County",G4400010
"RI, Kent County",G4400030
"RI, Newport County",G4400050
"RI, Providence County",G4400070
"RI, Washington County",G4400090
"SC, Abbeville County",G4500010
"SC, Aiken County",G4500030
"SC, Allendale County",G4500050
"SC, Anderson County",G4500070
"SC, Bamberg County",G4500090
"SC, Barnwell County",G4500110
"SC, Beaufort County",G4500130
"SC, Berkeley County",G4500150
"SC, Calhoun County",G4500170
"SC, Charleston County",G4500190
"SC, Cherokee County",G4500210
"SC, Chester County",G4500230
"SC, Chesterfield County",G4500250
"SC, Clarendon County",G4500270
"SC, Colleton County",G4500290
"SC, Darlington County",G4500310
"SC, Dillon County",G4500330
"SC, Dorchester County",G4500350
"SC, Edgefield County",G4500370
"SC, Fairfield County",G4500390
"SC, Florence County",G4500410
"SC, Georgetown County",G4500430
"SC, Greenville County",G4500450
"SC, Greenwood County",G4500470
"SC, Hampton County",G4500490
"SC, Horry County",G4500510
"SC, Jasper County",G4500530
"SC, Kershaw County",G4500550
"SC, Lancaster County",G4500570
"SC, Laurens County",G4500590
"SC, Lee County",G4500610
"SC, Lexington County",G4500630
"SC, McCormick County",G4500650
"SC, Marion County",G4500670
"SC, Marlboro County",G4500690
"SC, Newberry County",G4500710
"SC, Oconee County",G4500730
"SC, Orangeburg County",G4500750
"SC, Pickens County",G4500770
"SC, Richland County",G4500790
"SC, Saluda County",G4500810
"SC, Spartanburg County",G4500830
"SC, Sumter County",G4500850
"SC, Union County",G4500870
"SC, Williamsburg County",G4500890
"SC, York County",G4500910
"SD, Aurora County",G4600030
"SD, Beadle County",G4600050
"SD, Bennett County",G4600070
"SD, Bon Homme County",G4600090
"SD, Brookings County",G4600110
"SD, Brown County",G4600130
"SD, Brule County",G4600150
"SD, Buffalo County",G4600170
"SD, Butte County",G4600190
"SD, Campbell County",G4600210
"SD, Charles Mix County",G4600230
"SD, Clark County",G4600250
"SD, Clay County",G4600270
"SD, Codington County",G4600290
"SD, Corson County",G4600310
"SD, Custer County",G4600330
"SD, Davison County",G4600350
"SD, Day County",G4600370
"SD, Deuel County",G4600390
"SD, Dewey County",G4600410
"SD, Douglas County",G4600430
"SD, Edmunds County",G4600450
"SD, Fall River County",G4600470
"SD, Faulk County",G4600490
"SD, Grant County",G4600510
"SD, Gregory County",G4600530
"SD, Haakon County",G4600550
"SD, Hamlin County",G4600570
"SD, Hand County",G4600590
"SD, Hanson County",G4600610
"SD, Harding County",G4600630
"SD, Hughes County",G4600650
"SD, Hutchinson County",G4600670
"SD, Hyde County",G4600690
"SD, Jackson County",G4600710
"SD, Jerauld County",G4600730
"SD, Jones County",G4600750
"SD, Kingsbury County",G4600770
"SD, Lake County",G4600790
"SD, Lawrence County",G4600810
"SD, Lincoln County",G4600830
"SD, Lyman County",G4600850
"SD, McCook County",G4600870
"SD, McPherson County",G4600890
"SD, Marshall County",G4600910
"SD, Meade County",G4600930
"SD, Mellette County",G4600950
"SD, Miner County",G4600970
"SD, Minnehaha County",G4600990
"SD, Moody County",G4601010
"SD, Oglala Lakota County",G4601020
"SD, Pennington County",G4601030
"SD, Perkins County",G4601050
"SD, Potter County",G4601070
"SD, Roberts County",G4601090
"SD, Sanborn County",G4601110
"SD, Spink County",G4601150
"SD, Stanley County",G4601170
"SD, Sully County",G4601190
"SD, Todd County",G4601210
"SD, Tripp County",G4601230
"SD, Turner County",G4601250
"SD, Union County",G4601270
"SD, Walworth County",G4601290
"SD, Yankton County",G4601350
"SD, Ziebach County",G4601370
"TN, Anderson County",G4700010
"TN, Bedford County",G4700030
"TN, Benton County",G4700050
"TN, Bledsoe County",G4700070
"TN, Blount County",G4700090
"TN, Bradley County",G4700110
"TN, Campbell County",G4700130
"TN, Cannon County",G4700150
"TN, Carroll County",G4700170
"TN, Carter County",G4700190
"TN, Cheatham County",G4700210
"TN, Chester County",G4700230
"TN, Claiborne County",G4700250
"TN, Clay County",G4700270
"TN, Cocke County",G4700290
"TN, Coffee County",G4700310
"TN, Crockett County",G4700330
"TN, Cumberland County",G4700350
"TN, Davidson County",G4700370
"TN, Decatur County",G4700390
"TN, DeKalb County",G4700410
"TN, Dickson County",G4700430
"TN, Dyer County",G4700450
"TN, Fayette County",G4700470
"TN, Fentress County",G4700490
"TN, Franklin County",G4700510
"TN, Gibson County",G4700530
"TN, Giles County",G4700550
"TN, Grainger County",G4700570
"TN, Greene County",G4700590
"TN, Grundy County",G4700610
"TN, Hamblen County",G4700630
"TN, Hamilton County",G4700650
"TN, Hancock County",G4700670
"TN, Hardeman County",G4700690
"TN, Hardin County",G4700710
"TN, Hawkins County",G4700730
"TN, Haywood County",G4700750
"TN, Henderson County",G4700770
"TN, Henry County",G4700790
"TN, Hickman County",G4700810
"TN, Houston County",G4700830
"TN, Humphreys County",G4700850
"TN, Jackson County",G4700870
"TN, Jefferson County",G4700890
"TN, Johnson County",G4700910
"TN, Knox County",G4700930
"TN, Lake County",G4700950
"TN, Lauderdale County",G4700970
"TN, Lawrence County",G4700990
"TN, Lewis County",G4701010
"TN, Lincoln County",G4701030
"TN, Loudon County",G4701050
"TN, McMinn County",G4701070
"TN, McNairy County",G4701090
"TN, Macon County",G4701110
"TN, Madison County",G4701130
"TN, Marion County",G4701150
"TN, Marshall County",G4701170
"TN, Maury County",G4701190
"TN, Meigs County",G4701210
"TN, Monroe County",G4701230
"TN, Montgomery County",G4701250
"TN, Moore County",G4701270
"TN, Morgan County",G4701290
"TN, Obion County",G4701310
"TN, Overton County",G4701330
"TN, Perry County",G4701350
"TN, Pickett County",G4701370
"TN, Polk County",G4701390
"TN, Putnam County",G4701410
"TN, Rhea County",G4701430
"TN, Roane County",G4701450
"TN, Robertson County",G4701470
"TN, Rutherford County",G4701490
"TN, Scott County",G4701510
"TN, Sequatchie County",G4701530
"TN, Sevier County",G4701550
"TN, Shelby County",G4701570
"TN, Smith County",G4701590
"TN, Stewart County",G4701610
"TN, Sullivan County",G4701630
"TN, Sumner County",G4701650
"TN, Tipton County",G4701670
"TN, Trousdale County",G4701690
"TN, Unicoi County",G4701710
"TN, Union County",G4701730
"TN, Van Buren County",G4701750
"TN, Warren County",G4701770
"TN, Washington County",G4701790
"TN, Wayne County",G4701810
"TN, Weakley County",G4701830
"TN, White County",G4701850
"TN, Williamson County",G4701870
"TN, Wilson County",G4701890
"TX, Anderson County",G4800010
"TX, Andrews County",G4800030
"TX, Angelina County",G4800050
"TX, Aransas County",G4800070
"TX, Archer County",G4800090
"TX, Armstrong County",G4800110
"TX, Atascosa County",G4800130
"TX, Austin County",G4800150
"TX, Bailey County",G4800170
"TX, Bandera County",G4800190
"TX, Bastrop County",G4800210
"TX, Baylor County",G4800230
"TX, Bee County",G4800250
"TX, Bell County",G4800270
"TX, Bexar County",G4800290
"TX, Blanco County",G4800310
"TX, Borden County",G4800330
"TX, Bosque County",G4800350
"TX, Bowie County",G4800370
"TX, Brazoria County",G4800390
"TX, Brazos County",G4800410
"TX, Brewster County",G4800430
"TX, Briscoe County",G4800450
"TX, Brooks County",G4800470
"TX, Brown County",G4800490
"TX, Burleson County",G4800510
"TX, Burnet County",G4800530
"TX, Caldwell County",G4800550
"TX, Calhoun County",G4800570
"TX, Callahan County",G4800590
"TX, Cameron County",G4800610
"TX, Camp County",G4800630
"TX, Carson County",G4800650
"TX, Cass County",G4800670
"TX, Castro County",G4800690
"TX, Chambers County",G4800710
"TX, Cherokee County",G4800730
"TX, Childress County",G4800750
"TX, Clay County",G4800770
"TX, Cochran County",G4800790
"TX, Coke County",G4800810
"TX, Coleman County",G4800830
"TX, Collin County",G4800850
"TX, Collingsworth County",G4800870
"TX, Colorado County",G4800890
"TX, Comal County",G4800910
"TX, Comanche County",G4800930
"TX, Concho County",G4800950
"TX, Cooke County",G4800970
"TX, Coryell County",G4800990
"TX, Cottle County",G4801010
"TX, Crane County",G4801030
"TX, Crockett County",G4801050
"TX, Crosby County",G4801070
"TX, Culberson County",G4801090
"TX, Dallam County",G4801110
"TX, Dallas County",G4801130
"TX, Dawson County",G4801150
"TX, Deaf Smith County",G4801170
"TX, Delta County",G4801190
"TX, Denton County",G4801210
"TX, DeWitt County",G4801230
"TX, Dickens County",G4801250
"TX, Dimmit County",G4801270
"TX, Donley County",G4801290
"TX, Duval County",G4801310
"TX, Eastland County",G4801330
"TX, Ector County",G4801350
"TX, Edwards County",G4801370
"TX, Ellis County",G4801390
"TX, El Paso County",G4801410
"TX, Erath County",G4801430
"TX, Falls County",G4801450
"TX, Fannin County",G4801470
"TX, Fayette County",G4801490
"TX, Fisher County",G4801510
"TX, Floyd County",G4801530
"TX, Foard County",G4801550
"TX, Fort Bend County",G4801570
"TX, Franklin County",G4801590
"TX, Freestone County",G4801610
"TX, Frio County",G4801630
"TX, Gaines County",G4801650
"TX, Galveston County",G4801670
"TX, Garza County",G4801690
"TX, Gillespie County",G4801710
"TX, Glasscock County",G4801730
"TX, Goliad County",G4801750
"TX, Gonzales County",G4801770
"TX, Gray County",G4801790
"TX, Grayson County",G4801810
"TX, Gregg County",G4801830
"TX, Grimes County",G4801850
"TX, Guadalupe County",G4801870
"TX, Hale County",G4801890
"TX, Hall County",G4801910
"TX, Hamilton County",G4801930
"TX, Hansford County",G4801950
"TX, Hardeman County",G4801970
"TX, Hardin County",G4801990
"TX, Harris County",G4802010
"TX, Harrison County",G4802030
"TX, Hartley County",G4802050
"TX, Haskell County",G4802070
"TX, Hays County",G4802090
"TX, Hemphill County",G4802110
"TX, Henderson County",G4802130
"TX, Hidalgo County",G4802150
"TX, Hill County",G4802170
"TX, Hockley County",G4802190
"TX, Hood County",G4802210
"TX, Hopkins County",G4802230
"TX, Houston County",G4802250
"TX, Howard County",G4802270
"TX, Hudspeth County",G4802290
"TX, Hunt County",G4802310
"TX, Hutchinson County",G4802330
"TX, Irion County",G4802350
"TX, Jack County",G4802370
"TX, Jackson County",G4802390
"TX, Jasper County",G4802410
"TX, Jeff Davis County",G4802430
"TX, Jefferson County",G4802450
"TX, Jim Hogg County",G4802470
"TX, Jim Wells County",G4802490
"TX, Johnson County",G4802510
"TX, Jones County",G4802530
"TX, Karnes County",G4802550
"TX, Kaufman County",G4802570
"TX, Kendall County",G4802590
"TX, Kenedy County",G4802610
"TX, Kent County",G4802630
"TX, Kerr County",G4802650
"TX, Kimble County",G4802670
"TX, King County",G4802690
"TX, Kinney County",G4802710
"TX, Kleberg County",G4802730
"TX, Knox County",G4802750
"TX, Lamar County",G4802770
"TX, Lamb County",G4802790
"TX, Lampasas County",G4802810
"TX, La Salle County",G4802830
"TX, Lavaca County",G4802850
"TX, Lee County",G4802870
"TX, Leon County",G4802890
"TX, Liberty County",G4802910
"TX, Limestone County",G4802930
"TX, Lipscomb County",G4802950
"TX, Live Oak County",G4802970
"TX, Llano County",G4802990
"TX, Loving County",G4803010
"TX, Lubbock County",G4803030
"TX, Lynn County",G4803050
"TX, McCulloch County",G4803070
"TX, McLennan County",G4803090
"TX, McMullen County",G4803110
"TX, Madison County",G4803130
"TX, Marion County",G4803150
"TX, Martin County",G4803170
"TX, Mason County",G4803190
"TX, Matagorda County",G4803210
"TX, Maverick County",G4803230
"TX, Medina County",G4803250
"TX, Menard County",G4803270
"TX, Midland County",G4803290
"TX, Milam County",G4803310
"TX, Mills County",G4803330
"TX, Mitchell County",G4803350
"TX, Montague County",G4803370
"TX, Montgomery County",G4803390
"TX, Moore County",G4803410
"TX, Morris County",G4803430
"TX, Motley County",G4803450
"TX, Nacogdoches County",G4803470
"TX, Navarro County",G4803490
"TX, Newton County",G4803510
"TX, Nolan County",G4803530
"TX, Nueces County",G4803550
"TX, Ochiltree County",G4803570
"TX, Oldham County",G4803590
"TX, Orange County",G4803610
"TX, Palo Pinto County",G4803630
"TX, Panola County",G4803650
"TX, Parker County",G4803670
"TX, Parmer County",G4803690
"TX, Pecos County",G4803710
"TX, Polk County",G4803730
"TX, Potter County",G4803750
"TX, Presidio County",G4803770
"TX, Rains County",G4803790
"TX, Randall County",G4803810
"TX, Reagan County",G4803830
"TX, Real County",G4803850
"TX, Red River County",G4803870
"TX, Reeves County",G4803890
"TX, Refugio County",G4803910
"TX, Roberts County",G4803930
"TX, Robertson County",G4803950
"TX, Rockwall County",G4803970
"TX, Runnels County",G4803990
"TX, Rusk County",G4804010
"TX, Sabine County",G4804030
"TX, San Augustine County",G4804050
"TX, San Jacinto County",G4804070
"TX, San Patricio County",G4804090
"TX, San Saba County",G4804110
"TX, Schleicher County",G4804130
"TX, Scurry County",G4804150
"TX, Shackelford County",G4804170
"TX, Shelby County",G4804190
"TX, Sherman County",G4804210
"TX, Smith County",G4804230
"TX, Somervell County",G4804250
"TX, Starr County",G4804270
"TX, Stephens County",G4804290
"TX, Sterling County",G4804310
"TX, Stonewall County",G4804330
"TX, Sutton County",G4804350
"TX, Swisher County",G4804370
"TX, Tarrant County",G4804390
"TX, Taylor County",G4804410
"TX, Terrell County",G4804430
"TX, Terry County",G4804450
"TX, Throckmorton County",G4804470
"TX, Titus County",G4804490
"TX, Tom Green County",G4804510
"TX, Travis County",G4804530
"TX, Trinity County",G4804550
"TX, Tyler County",G4804570
"TX, Upshur County",G4804590
"TX, Upton County",G4804610
"TX, Uvalde County",G4804630
"TX, Val Verde County",G4804650
"TX, Van Zandt County",G4804670
"TX, Victoria County",G4804690
"TX, Walker County",G4804710
"TX, Waller County",G4804730
"TX, Ward County",G4804750
"TX, Washington County",G4804770
"TX, Webb County",G4804790
"TX, Wharton County",G4804810
"TX, Wheeler County",G4804830
"TX, Wichita County",G4804850
"TX, Wilbarger County",G4804870
"TX, Willacy County",G4804890
"TX, Williamson County",G4804910
"TX, Wilson County",G4804930
"TX, Winkler County",G4804950
"TX, Wise County",G4804970
"TX, Wood County",G4804990
"TX, Yoakum County",G4805010
"TX, Young County",G4805030
"TX, Zapata County",G4805050
"TX, Zavala County",G4805070
"UT, Beaver County",G4900010
"UT, Box Elder County",G4900030
"UT, Cache County",G4900050
"UT, Carbon County",G4900070
"UT, Daggett County",G4900090
"UT, Davis County",G4900110
"UT, Duchesne County",G4900130
"UT, Emery County",G4900150
"UT, Garfield County",G4900170
"UT, Grand County",G4900190
"UT, Iron County",G4900210
"UT, Juab County",G4900230
"UT, Kane County",G4900250
"UT, Millard County",G4900270
"UT, Morgan County",G4900290
"UT, Piute County",G4900310
"UT, Rich County",G4900330
"UT, Salt Lake County",G4900350
"UT, San Juan County",G4900370
"UT, Sanpete County",G4900390
"UT, Sevier County",G4900410
"UT, Summit County",G4900430
"UT, Tooele County",G4900450
"UT, Uintah County",G4900470
"UT, Utah County",G4900490
"UT, Wasatch County",G4900510
"UT, Washington County",G4900530
"UT, Wayne County",G4900550
